,test_loss_dino,test_loss_yolo,train_loss_dino,train_loss_yolo
149,2.9362818896770477,3.1999387443065643,1.960075967239611,3.234242728262237
150,3.4890361428260803,3.7695891857147217,2.395587960879008,2.9916701822569878
151,2.9939123690128326,3.507620394229889,2.0396287766369907,3.1329950852827593
152,1.9806568026542664,3.3354394733905792,2.4929469534845063,3.284732854727543
153,2.9785220623016357,3.2389610707759857,2.029019352161523,3.1913056879332573
154,2.6978195011615753,3.1711597442626953,2.123545639442675,3.5083132151401406
155,2.615160435438156,3.7561363577842712,2.223860075979522,3.6741595196001455
156,2.234360486268997,3.1449942588806152,2.004093643390771,3.510011492353497
157,2.547835648059845,3.1318086087703705,2.1515582185803037,3.023885423486883
158,1.996652975678444,3.94754558801651,2.277190403504805,3.170792984239983
159,2.111765533685684,3.2993536293506622,2.5002198508291533,3.0388061422290225
160,2.128132000565529,3.24281707406044,2.3316639336672695,3.1839400854977695
161,2.4628418534994125,3.8871441781520844,2.2341525410160874,3.0711737618301855
162,3.506316900253296,3.139381170272827,2.1538011594252153,3.184047973517216
163,3.0482858419418335,3.326486110687256,2.050072380990693,3.302340991569288
164,2.51076602935791,3.3350619971752167,2.096995064706513,3.0490969816843667
165,2.6889871656894684,3.4475221931934357,2.3816105633070976,3.1373757954799766
166,2.430920049548149,3.1586738228797913,2.2016759316126504,3.4067890788569595
167,2.391646772623062,3.236499547958374,2.1616112571774106,3.4541758046005713
168,2.2848035246133804,3.648983269929886,2.282482804674091,3.040415568785234
169,2.164860963821411,3.105716347694397,2.2627558816563,3.273936148845788
170,2.296077385544777,3.1546901166439056,2.2886275739380806,3.230385086753152
171,2.023708149790764,3.3159911930561066,2.2195223822738184,3.2361619978240044
172,2.287726804614067,3.2190793454647064,2.193251772360368,3.232576204068733
173,2.3874742686748505,3.122739166021347,2.2397700620420053,3.162266066580108
174,2.8013475835323334,3.6460825502872467,1.9642843116413464,3.311166698282415
175,2.6289875209331512,3.590071827173233,2.0738497791868267,3.117542938752608
176,2.3369589000940323,3.6776396930217743,2.1644279956817627,3.0222561576149682
177,2.3705912679433823,3.2080748081207275,2.1017587365526142,3.3526719555710303
178,2.240356057882309,3.0970663130283356,2.2011184909126977,3.114818558548436
179,2.1437701731920242,3.4073683619499207,2.6079999858682807,3.1918471943248403
180,2.0419639348983765,3.454432040452957,2.2755323178840405,3.1103810686053652
181,2.224415361881256,3.4416110813617706,2.1536941528320312,3.1969826221466064
182,3.6519779562950134,3.557122230529785,2.7652843793233237,3.173545924100009
183,2.3759253919124603,3.5379638373851776,2.1915814876556396,2.9816956158840293
184,2.9048793017864227,3.211689591407776,1.9523898110245212,3.100587909871882
185,2.6567313969135284,3.4615394175052643,2.0419178767637773,3.127608299255371
186,2.1201419085264206,3.4895514249801636,2.1502257693897593,3.2163319804451684
187,3.0596040785312653,3.6987641751766205,2.080951463092457,3.020104321566495
